Entity,Code,Year,Suicide rate (WHO (2005)),Life satisfaction in Cantril Ladder (World Happiness Report 2019),Total population (Gapminder & UN),Continent
Kazakhstan,KAZ,1981,25.95578,5.475948334,15541457,
Kazakhstan,KAZ,1982,25.19905,5.475948334,15541457,
Kazakhstan,KAZ,1985,25.35711,5.475948334,15541457,
Kazakhstan,KAZ,1986,18.90608,5.475948334,15541457,
Kazakhstan,KAZ,1987,18.45182,5.475948334,15541457,
Kazakhstan,KAZ,1988,19.10512,5.475948334,15541457,
Kazakhstan,KAZ,1989,21.81671,5.475948334,15541457,
Kazakhstan,KAZ,1990,20.99151,5.475948334,15541457,
Kazakhstan,KAZ,1991,19.86248,5.475948334,15541457,
Kazakhstan,KAZ,1992,21.39656,5.475948334,15541457,
Kazakhstan,KAZ,1993,25.45937,5.475948334,15541457,
Kazakhstan,KAZ,1994,25.91698,5.475948334,15541457,
Kazakhstan,KAZ,1995,30.82395,5.475948334,15541457,
Kazakhstan,KAZ,1996,32.14676,5.475948334,15541457,
Kazakhstan,KAZ,1997,31.42593,5.475948334,15541457,
Kazakhstan,KAZ,1998,30.33114,5.475948334,15541457,
Kazakhstan,KAZ,1999,27.94533,5.475948334,15541457,
Kazakhstan,KAZ,2000,30.73418,5.475948334,15541457,
Kazakhstan,KAZ,2001,30.30312,5.475948334,15541457,
Kazakhstan,KAZ,2002,28.98491,5.475948334,15541457,
Kazakhstan,KAZ,2003,29.28847,5.475948334,15541457,
Kazakhstan,KAZ,2004,28.99517,5.475948334,15541457,
Kazakhstan,KAZ,2005,25.4046,5.475948334,15541457,
Kazakhstan,KAZ,2015,,,,Asia
Kenya,KEN,2002,9.247238,4.223234177,36048288,
Kenya,KEN,2004,10.93771839,4.223234177,36048288,
Kenya,KEN,2005,10.93771839,4.223234177,36048288,
Kenya,KEN,2015,,,,Africa
Kiribati,KIR,,,,92325,
Kiribati,KIR,2015,,,,Oceania
Kosovo,OWID_KOS,,,5.103906155,,
Kosovo,OWID_KOS,2015,,,,Europe
Kuwait,KWT,1972,0.3344417,6.075547218,2276623,
Kuwait,KWT,1975,0.5039009,6.075547218,2276623,
Kuwait,KWT,1976,0.2114564,6.075547218,2276623,
Kuwait,KWT,1977,0.3212973,6.075547218,2276623,
Kuwait,KWT,1978,1.210655,6.075547218,2276623,
Kuwait,KWT,1979,0.3448732,6.075547218,2276623,
Kuwait,KWT,1980,0.9172871,6.075547218,2276623,
Kuwait,KWT,1981,0.9992955,6.075547218,2276623,
Kuwait,KWT,1982,0.1200728,6.075547218,2276623,
Kuwait,KWT,1983,0.4176624,6.075547218,2276623,
Kuwait,KWT,1984,0.69339,6.075547218,2276623,
Kuwait,KWT,1985,1.075324,6.075547218,2276623,
Kuwait,KWT,1986,0.7646793,6.075547218,2276623,
Kuwait,KWT,1987,1.038386,6.075547218,2276623,
Kuwait,KWT,1993,1.153198,6.075547218,2276623,
Kuwait,KWT,1994,1.377272,6.075547218,2276623,
Kuwait,KWT,1995,1.446493,6.075547218,2276623,
Kuwait,KWT,1996,1.521961,6.075547218,2276623,
Kuwait,KWT,1997,1.604368,6.075547218,2276623,
Kuwait,KWT,1998,1.308118,6.075547218,2276623,
Kuwait,KWT,1999,1.526372,6.075547218,2276623,
Kuwait,KWT,2000,1.235284,6.075547218,2276623,
Kuwait,KWT,2001,1.152414,6.075547218,2276623,
Kuwait,KWT,2002,1.564255,6.075547218,2276623,
Kuwait,KWT,2004,1.508789182,6.075547218,2276623,
Kuwait,KWT,2005,1.498057424,6.075547218,2276623,
Kuwait,KWT,2015,,,,Asia
Kyrgyzstan,KGZ,1981,17.47066,4.641398907,5075380,
Kyrgyzstan,KGZ,1982,17.13514,4.641398907,5075380,
Kyrgyzstan,KGZ,1985,15.18141,4.641398907,5075380,
Kyrgyzstan,KGZ,1986,11.66019,4.641398907,5075380,
Kyrgyzstan,KGZ,1987,14.29389,4.641398907,5075380,
Kyrgyzstan,KGZ,1988,14.31887,4.641398907,5075380,
Kyrgyzstan,KGZ,1989,15.29714,4.641398907,5075380,
Kyrgyzstan,KGZ,1990,16.08053,4.641398907,5075380,
Kyrgyzstan,KGZ,1991,15.4267,4.641398907,5075380,
Kyrgyzstan,KGZ,1992,13.81654,4.641398907,5075380,
Kyrgyzstan,KGZ,1993,16.42881,4.641398907,5075380,
Kyrgyzstan,KGZ,1994,16.70971,4.641398907,5075380,
Kyrgyzstan,KGZ,1995,17.27548,4.641398907,5075380,
Kyrgyzstan,KGZ,1996,13.68134,4.641398907,5075380,
Kyrgyzstan,KGZ,1997,13.46826,4.641398907,5075380,
Kyrgyzstan,KGZ,1998,12.96068,4.641398907,5075380,
Kyrgyzstan,KGZ,1999,13.98882,4.641398907,5075380,
Kyrgyzstan,KGZ,2000,12.68084,4.641398907,5075380,
Kyrgyzstan,KGZ,2001,13.07456,4.641398907,5075380,
Kyrgyzstan,KGZ,2002,13.28607,4.641398907,5075380,
Kyrgyzstan,KGZ,2003,11.00537,4.641398907,5075380,
Kyrgyzstan,KGZ,2004,9.828025,4.641398907,5075380,
Kyrgyzstan,KGZ,2005,9.875281,4.641398907,5075380,
Kyrgyzstan,KGZ,2015,,,,Asia
Laos,LAO,2002,27.75632,5.076225758,5754026,
Laos,LAO,2004,26.21919823,5.076225758,5754026,
Laos,LAO,2005,26.21919823,5.076225758,5754026,
Laos,LAO,2015,,,,Asia
Latvia,LVA,1980,29.73946,4.70950222,2251983,
Latvia,LVA,1981,30.21741,4.70950222,2251983,
Latvia,LVA,1982,30.77425,4.70950222,2251983,
Latvia,LVA,1983,29.75416,4.70950222,2251983,
Latvia,LVA,1984,30.19956,4.70950222,2251983,
Latvia,LVA,1985,26.26718,4.70950222,2251983,
Latvia,LVA,1986,22.45244,4.70950222,2251983,
Latvia,LVA,1987,20.57013,4.70950222,2251983,
Latvia,LVA,1988,20.63623,4.70950222,2251983,
Latvia,LVA,1989,22.74245,4.70950222,2251983,
Latvia,LVA,1990,23.40659,4.70950222,2251983,
Latvia,LVA,1991,25.41869,4.70950222,2251983,
Latvia,LVA,1992,31.31146,4.70950222,2251983,
Latvia,LVA,1993,37.87399,4.70950222,2251983,
Latvia,LVA,1994,36.34945,4.70950222,2251983,
Latvia,LVA,1995,36.20045,4.70950222,2251983,
Latvia,LVA,1996,32.74305,4.70950222,2251983,
Latvia,LVA,1997,31.48581,4.70950222,2251983,
Latvia,LVA,1998,30.4372,4.70950222,2251983,
Latvia,LVA,1999,26.96423,4.70950222,2251983,
Latvia,LVA,2000,27.64352,4.70950222,2251983,
Latvia,LVA,2001,25.62863,4.70950222,2251983,
Latvia,LVA,2002,24.55983,4.70950222,2251983,
Latvia,LVA,2003,21.85237,4.70950222,2251983,
Latvia,LVA,2004,20.02737,4.70950222,2251983,
Latvia,LVA,2005,20.36959,4.70950222,2251983,
Latvia,LVA,2015,,,,Europe
Lebanon,LBN,2002,6.259573,5.49124527,3986852,
Lebanon,LBN,2004,5.83831501,5.49124527,3986852,
Lebanon,LBN,2005,5.83831501,5.49124527,3986852,
Lebanon,LBN,2015,,,,Asia
Lesotho,LSO,2002,8.874297,,1949543,
Lesotho,LSO,2004,7.858619213,,1949543,
Lesotho,LSO,2005,7.858619213,,1949543,
Lesotho,LSO,2015,,,,Africa
Liberia,LBR,2002,10.03827,3.701401234,3261230,
Liberia,LBR,2004,7.1848526,3.701401234,3261230,
Liberia,LBR,2005,7.1848526,3.701401234,3261230,
Liberia,LBR,2015,,,,Africa
Libya,LBY,2002,4.083238,,5792688,
Libya,LBY,2004,4.667024612,,5792688,
Libya,LBY,2005,4.667024612,,5792688,
Libya,LBY,2015,,,,Africa
Liechtenstein,LIE,,,,34852,
Liechtenstein,LIE,2015,,,,Europe
Lithuania,LTU,1981,32.5018,5.954442978,3344252,
Lithuania,LTU,1982,32.52202,5.954442978,3344252,
Lithuania,LTU,1985,32.62048,5.954442978,3344252,
Lithuania,LTU,1986,24.06269,5.954442978,3344252,
Lithuania,LTU,1987,27.33072,5.954442978,3344252,
Lithuania,LTU,1988,25.06441,5.954442978,3344252,
Lithuania,LTU,1989,25.68806,5.954442978,3344252,
Lithuania,LTU,1990,24.39866,5.954442978,3344252,
Lithuania,LTU,1991,29.01119,5.954442978,3344252,
Lithuania,LTU,1992,32.62127,5.954442978,3344252,
Lithuania,LTU,1993,39.87783,5.954442978,3344252,
Lithuania,LTU,1994,43.71309,5.954442978,3344252,
Lithuania,LTU,1995,43.22044,5.954442978,3344252,
Lithuania,LTU,1996,44.35212,5.954442978,3344252,
Lithuania,LTU,1997,42.48084,5.954442978,3344252,
Lithuania,LTU,1998,39.97705,5.954442978,3344252,
Lithuania,LTU,1999,40.51219,5.954442978,3344252,
Lithuania,LTU,2000,42.39795,5.954442978,3344252,
Lithuania,LTU,2001,39.38716,5.954442978,3344252,
Lithuania,LTU,2002,40.14809,5.954442978,3344252,
Lithuania,LTU,2003,37.27885,5.954442978,3344252,
Lithuania,LTU,2004,35.41642,5.954442978,3344252,
Lithuania,LTU,2005,33.34186,5.954442978,3344252,
Lithuania,LTU,2015,,,,Europe
Luxembourg,LUX,2002,13.37934,6.957920074,457842,
Luxembourg,LUX,2004,12.40591812,6.957920074,457842,
Luxembourg,LUX,2005,12.40591812,6.957920074,457842,
Luxembourg,LUX,2015,,,,Europe
Macao,MAC,2015,,,,Asia
Madagascar,MDG,2002,6.373168,3.979751348,18336724,
Madagascar,MDG,2004,5.767406464,3.979751348,18336724,
Madagascar,MDG,2005,5.767406464,3.979751348,18336724,
Madagascar,MDG,2015,,,,Africa
Malawi,MWI,2002,10.96042,3.829868078,13039711,
Malawi,MWI,2004,10.17173481,3.829868078,13039711,
Malawi,MWI,2005,10.17173481,3.829868078,13039711,
Malawi,MWI,2015,,,,Africa
Malaysia,MYS,2002,7.963536,6.011716843,25659393,
Malaysia,MYS,2004,8.2110672,6.011716843,25659393,
Malaysia,MYS,2005,8.2110672,6.011716843,25659393,
Malaysia,MYS,2015,,,,Asia
Maldives,MDV,2002,7.300285,,318836,
Maldives,MDV,2004,22.35347939,,318836,
Maldives,MDV,2005,22.35347939,,318836,
Maldives,MDV,2015,,,,Asia
Mali,MLI,2002,8.259055,4.014075756,12798763,
Mali,MLI,2004,8.262892723,4.014075756,12798763,
Mali,MLI,2005,8.262892723,4.014075756,12798763,
Mali,MLI,2015,,,,Africa
Malta,MLT,2002,5.507131,6.32763958,406787,
Malta,MLT,2004,4.551121235,6.32763958,406787,
Malta,MLT,2005,4.551121235,6.32763958,406787,
Malta,MLT,2015,,,,Europe
Marshall Islands,MHL,2002,7.360439,,52055,
Marshall Islands,MHL,2004,7.202383518,,52055,
Marshall Islands,MHL,2005,7.202383518,,52055,
Marshall Islands,MHL,2015,,,,Oceania
Martinique,MTQ,2015,,,,North America
Mauritania,MRT,2002,7.77528,4.149043083,3130720,
Mauritania,MRT,2004,6.882952213,4.149043083,3130720,
Mauritania,MRT,2005,6.882952213,4.149043083,3130720,
Mauritania,MRT,2015,,,,Africa
Mauritius,MUS,1961,4.575146,,1222003,
Mauritius,MUS,1962,2.866556,,1222003,
Mauritius,MUS,1963,3.674238,,1222003,
Mauritius,MUS,1964,3.898995,,1222003,
Mauritius,MUS,1965,5.183848,,1222003,
Mauritius,MUS,1966,5.288391,,1222003,
Mauritius,MUS,1967,3.35965,,1222003,
Mauritius,MUS,1968,2.956564,,1222003,
Mauritius,MUS,1969,1.786333,,1222003,
Mauritius,MUS,1970,2.527642,,1222003,
Mauritius,MUS,1971,5.022974,,1222003,
Mauritius,MUS,1972,2.872094,,1222003,
Mauritius,MUS,1973,7.917421,,1222003,
Mauritius,MUS,1974,5.022285,,1222003,
Mauritius,MUS,1975,8.736613,,1222003,
Mauritius,MUS,1976,6.924563,,1222003,
Mauritius,MUS,1977,6.4922,,1222003,
Mauritius,MUS,1978,8.419885,,1222003,
Mauritius,MUS,1979,7.73685,,1222003,
Mauritius,MUS,1980,3.122026,,1222003,
Mauritius,MUS,1981,1.948461,,1222003,
Mauritius,MUS,1982,1.771049,,1222003,
Mauritius,MUS,1983,1.814936,,1222003,
Mauritius,MUS,1984,12.25493,,1222003,
Mauritius,MUS,1985,11.18559,,1222003,
Mauritius,MUS,1986,2.588358,,1222003,
Mauritius,MUS,1987,14.24688,,1222003,
Mauritius,MUS,1988,16.99933,,1222003,
Mauritius,MUS,1989,14.67297,,1222003,
Mauritius,MUS,1990,14.39157,,1222003,
Mauritius,MUS,1991,13.29185,,1222003,
Mauritius,MUS,1992,14.20034,,1222003,
Mauritius,MUS,1993,12.86847,,1222003,
Mauritius,MUS,1994,11.57039,,1222003,
Mauritius,MUS,1995,13.88624,,1222003,
Mauritius,MUS,1996,13.75605,,1222003,
Mauritius,MUS,1997,10.78208,,1222003,
Mauritius,MUS,1998,13.34664,,1222003,
Mauritius,MUS,1999,14.30555,,1222003,
Mauritius,MUS,2000,11.52222,,1222003,
Mauritius,MUS,2001,9.511007,,1222003,
Mauritius,MUS,2002,10.81601,,1222003,
Mauritius,MUS,2003,7.373404,,1222003,
Mauritius,MUS,2004,7.767069,,1222003,
Mauritius,MUS,2005,8.08154,,1222003,
Mauritius,MUS,2015,,,,Africa
Mayotte,MYT,2015,,,,Africa
Mecklenburg Schwerin,OWID_MEC,2015,,,,Europe
Mexico,MEX,1955,1.542594,6.580657959,108472228,
Mexico,MEX,1956,1.992249,6.580657959,108472228,
Mexico,MEX,1957,2.008836,6.580657959,108472228,
Mexico,MEX,1958,2.393625,6.580657959,108472228,
Mexico,MEX,1959,2.610376,6.580657959,108472228,
Mexico,MEX,1960,2.510826,6.580657959,108472228,
Mexico,MEX,1961,2.354637,6.580657959,108472228,
Mexico,MEX,1962,2.212371,6.580657959,108472228,
Mexico,MEX,1963,2.472383,6.580657959,108472228,
Mexico,MEX,1964,2.430185,6.580657959,108472228,
Mexico,MEX,1965,2.298479,6.580657959,108472228,
Mexico,MEX,1966,2.24384,6.580657959,108472228,
Mexico,MEX,1967,2.701641,6.580657959,108472228,
Mexico,MEX,1968,2.141833,6.580657959,108472228,
Mexico,MEX,1969,1.006855,6.580657959,108472228,
Mexico,MEX,1970,1.603558,6.580657959,108472228,
Mexico,MEX,1971,0.9858096,6.580657959,108472228,
Mexico,MEX,1972,0.9885219,6.580657959,108472228,
Mexico,MEX,1973,0.9116459,6.580657959,108472228,
Mexico,MEX,1974,2.820369,6.580657959,108472228,
Mexico,MEX,1975,2.292054,6.580657959,108472228,
Mexico,MEX,1976,2.120096,6.580657959,108472228,
Mexico,MEX,1977,2.3518,6.580657959,108472228,
Mexico,MEX,1978,2.215146,6.580657959,108472228,
Mexico,MEX,1979,2.061273,6.580657959,108472228,
Mexico,MEX,1980,1.796119,6.580657959,108472228,
Mexico,MEX,1981,2.207851,6.580657959,108472228,
Mexico,MEX,1982,2.146268,6.580657959,108472228,
Mexico,MEX,1983,1.92694,6.580657959,108472228,
Mexico,MEX,1984,1.554713,6.580657959,108472228,
Mexico,MEX,1985,2.517403,6.580657959,108472228,
Mexico,MEX,1986,2.761398,6.580657959,108472228,
Mexico,MEX,1987,2.730824,6.580657959,108472228,
Mexico,MEX,1988,2.657209,6.580657959,108472228,
Mexico,MEX,1989,2.869194,6.580657959,108472228,
Mexico,MEX,1990,2.86492,6.580657959,108472228,
Mexico,MEX,1991,2.96753,6.580657959,108472228,
Mexico,MEX,1992,3.143804,6.580657959,108472228,
Mexico,MEX,1993,3.216493,6.580657959,108472228,
Mexico,MEX,1994,3.438644,6.580657959,108472228,
Mexico,MEX,1995,3.653995,6.580657959,108472228,
Mexico,MEX,1996,3.634392,6.580657959,108472228,
Mexico,MEX,1997,3.837153,6.580657959,108472228,
Mexico,MEX,1998,3.716372,6.580657959,108472228,
Mexico,MEX,1999,3.641276,6.580657959,108472228,
Mexico,MEX,2000,3.724148,6.580657959,108472228,
Mexico,MEX,2001,4.013422,6.580657959,108472228,
Mexico,MEX,2002,3.987383,6.580657959,108472228,
Mexico,MEX,2003,4.202872,6.580657959,108472228,
Mexico,MEX,2004,4.157453,6.580657959,108472228,
Mexico,MEX,2005,4.288574,6.580657959,108472228,
Mexico,MEX,2015,,,,North America
Micronesia,,,,,106196,
Micronesia (country),FSM,2002,5.021117,,,
Micronesia (country),FSM,2004,4.762269974,,,
Micronesia (country),FSM,2005,4.762269974,,,
Micronesia (country),FSM,2015,,,,Oceania
Modena,OWID_MOD,2015,,,,Europe
Moldova,MDA,1981,20.19888,5.102071285,4157699,
Moldova,MDA,1982,20.85837,5.102071285,4157699,
Moldova,MDA,1985,20.84619,5.102071285,4157699,
Moldova,MDA,1986,18.78923,5.102071285,4157699,
Moldova,MDA,1987,17.09118,5.102071285,4157699,
Moldova,MDA,1988,16.99799,5.102071285,4157699,
Moldova,MDA,1989,17.43347,5.102071285,4157699,
Moldova,MDA,1990,15.1531,5.102071285,4157699,
Moldova,MDA,1991,16.87156,5.102071285,4157699,
Moldova,MDA,1992,15.97782,5.102071285,4157699,
Moldova,MDA,1993,16.81451,5.102071285,4157699,
Moldova,MDA,1994,18.20349,5.102071285,4157699,
Moldova,MDA,1995,18.43415,5.102071285,4157699,
Moldova,MDA,1996,17.63706,5.102071285,4157699,
Moldova,MDA,1997,17.05586,5.102071285,4157699,
Moldova,MDA,1998,15.5725,5.102071285,4157699,
Moldova,MDA,1999,15.46219,5.102071285,4157699,
Moldova,MDA,2000,14.19726,5.102071285,4157699,
Moldova,MDA,2001,16.23094,5.102071285,4157699,
Moldova,MDA,2002,15.16075,5.102071285,4157699,
Moldova,MDA,2003,15.89185,5.102071285,4157699,
Moldova,MDA,2004,15.15584,5.102071285,4157699,
Moldova,MDA,2005,15.53849,5.102071285,4157699,
Moldova,MDA,2015,,,,Europe
Monaco,MCO,2002,11.5589,,33793,
Monaco,MCO,2004,11.1510725,,33793,
Monaco,MCO,2005,11.1510725,,33793,
Monaco,MCO,2015,,,,Europe
Mongolia,MNG,2002,14.31175,4.609059334,2526446,
Mongolia,MNG,2004,13.08961582,4.609059334,2526446,
Mongolia,MNG,2005,13.08961582,4.609059334,2526446,
Mongolia,MNG,2015,,,,Asia
Montenegro,MNE,,,5.196315289,616388,
Montenegro,MNE,2015,,,,Europe
Montserrat,MSR,2015,,,,North America
Morocco,MAR,2002,2.431653,4.383247375,30521070,
Morocco,MAR,2004,2.109413624,4.383247375,30521070,
Morocco,MAR,2005,2.109413624,4.383247375,30521070,
Morocco,MAR,2015,,,,Africa
Mozambique,MOZ,2002,6.14396,4.594879627,20923070,
Mozambique,MOZ,2004,10.55037498,4.594879627,20923070,
Mozambique,MOZ,2005,10.55037498,4.594879627,20923070,
Mozambique,MOZ,2015,,,,Africa
Myanmar,MMR,2002,11.47028,,48482614,
Myanmar,MMR,2004,10.11499691,,48482614,
Myanmar,MMR,2005,10.11499691,,48482614,
Myanmar,MMR,2015,,,,Asia
Nagorno-Karabakh,OWID_NAG,2015,,,,Asia
Namibia,NAM,2002,9.535017,4.885587215,2032196,
Namibia,NAM,2004,8.021969795,4.885587215,2032196,
Namibia,NAM,2005,8.021969795,4.885587215,2032196,
Namibia,NAM,2015,,,,Africa
Nauru,NRU,2002,4.069722,,10114,
Nauru,NRU,2004,4.079525471,,10114,
Nauru,NRU,2005,4.079525471,,10114,
Nauru,NRU,2015,,,,Oceania
Nepal,NPL,2002,12.42371,4.566594601,25640287,
Nepal,NPL,2004,11.65520954,4.566594601,25640287,
Nepal,NPL,2005,11.65520954,4.566594601,25640287,
Nepal,NPL,2015,,,,Asia
Netherlands,NLD,1950,5.820827,7.463979244,16367158,
Netherlands,NLD,1951,6.296042,7.463979244,16367158,
Netherlands,NLD,1952,6.490525,7.463979244,16367158,
Netherlands,NLD,1953,6.708554,7.463979244,16367158,
Netherlands,NLD,1954,6.418634,7.463979244,16367158,
Netherlands,NLD,1955,6.137309,7.463979244,16367158,
Netherlands,NLD,1956,6.024011,7.463979244,16367158,
Netherlands,NLD,1957,6.402703,7.463979244,16367158,
Netherlands,NLD,1958,6.724334,7.463979244,16367158,
Netherlands,NLD,1959,6.99654,7.463979244,16367158,
Netherlands,NLD,1960,6.644284,7.463979244,16367158,
Netherlands,NLD,1961,6.562959,7.463979244,16367158,
Netherlands,NLD,1962,6.530163,7.463979244,16367158,
Netherlands,NLD,1963,6.089311,7.463979244,16367158,
Netherlands,NLD,1964,6.484751,7.463979244,16367158,
Netherlands,NLD,1965,6.784865,7.463979244,16367158,
Netherlands,NLD,1966,6.974983,7.463979244,16367158,
Netherlands,NLD,1967,6.155667,7.463979244,16367158,
Netherlands,NLD,1968,6.136596,7.463979244,16367158,
Netherlands,NLD,1969,7.181813,7.463979244,16367158,
Netherlands,NLD,1970,7.819364,7.463979244,16367158,
Netherlands,NLD,1971,7.983579,7.463979244,16367158,
Netherlands,NLD,1972,7.96256,7.463979244,16367158,
Netherlands,NLD,1973,8.476431,7.463979244,16367158,
Netherlands,NLD,1974,8.901922,7.463979244,16367158,
Netherlands,NLD,1975,8.604482,7.463979244,16367158,
Netherlands,NLD,1976,9.035349,7.463979244,16367158,
Netherlands,NLD,1977,8.780551,7.463979244,16367158,
Netherlands,NLD,1978,9.135732,7.463979244,16367158,
Netherlands,NLD,1979,9.801365,7.463979244,16367158,
Netherlands,NLD,1980,9.371664,7.463979244,16367158,
Netherlands,NLD,1981,9.240136,7.463979244,16367158,
Netherlands,NLD,1982,9.772309,7.463979244,16367158,
Netherlands,NLD,1983,10.76355,7.463979244,16367158,
Netherlands,NLD,1984,11.09751,7.463979244,16367158,
Netherlands,NLD,1985,10.10531,7.463979244,16367158,
Netherlands,NLD,1986,9.736112,7.463979244,16367158,
Netherlands,NLD,1987,9.683856,7.463979244,16367158,
Netherlands,NLD,1988,9.006235,7.463979244,16367158,
Netherlands,NLD,1989,8.992529,7.463979244,16367158,
Netherlands,NLD,1990,8.410317,7.463979244,16367158,
Netherlands,NLD,1991,9.204144,7.463979244,16367158,
Netherlands,NLD,1992,8.964912,7.463979244,16367158,
Netherlands,NLD,1993,8.777864,7.463979244,16367158,
Netherlands,NLD,1994,8.8611,7.463979244,16367158,
Netherlands,NLD,1995,8.446718,7.463979244,16367158,
Netherlands,NLD,1996,8.656008,7.463979244,16367158,
Netherlands,NLD,1997,8.704878,7.463979244,16367158,
Netherlands,NLD,1998,8.236586,7.463979244,16367158,
Netherlands,NLD,1999,8.246371,7.463979244,16367158,
Netherlands,NLD,2000,8.000276,7.463979244,16367158,
Netherlands,NLD,2001,7.799189,7.463979244,16367158,
Netherlands,NLD,2002,8.234311,7.463979244,16367158,
Netherlands,NLD,2003,7.788221,7.463979244,16367158,
Netherlands,NLD,2004,7.801102,7.463979244,16367158,
Netherlands,NLD,2005,8.164005,7.463979244,16367158,
Netherlands,NLD,2015,,,,Europe
Netherlands Antilles,ANT,2015,,,,North America
New Caledonia,NCL,2015,,,,Oceania
New Zealand,NZL,1950,9.0554,7.305014133,4135355,
New Zealand,NZL,1951,9.763074,7.305014133,4135355,
New Zealand,NZL,1952,10.14251,7.305014133,4135355,
New Zealand,NZL,1953,9.711038,7.305014133,4135355,
New Zealand,NZL,1954,8.59666,7.305014133,4135355,
New Zealand,NZL,1955,9.072195,7.305014133,4135355,
New Zealand,NZL,1956,9.458788,7.305014133,4135355,
New Zealand,NZL,1957,10.02139,7.305014133,4135355,
New Zealand,NZL,1958,10.16197,7.305014133,4135355,
New Zealand,NZL,1959,9.24017,7.305014133,4135355,
New Zealand,NZL,1960,10.2839,7.305014133,4135355,
New Zealand,NZL,1961,9.060349,7.305014133,4135355,
New Zealand,NZL,1962,9.04999,7.305014133,4135355,
New Zealand,NZL,1963,10.28979,7.305014133,4135355,
New Zealand,NZL,1964,8.602016,7.305014133,4135355,
New Zealand,NZL,1965,9.86611,7.305014133,4135355,
New Zealand,NZL,1966,9.772851,7.305014133,4135355,
New Zealand,NZL,1967,10.93388,7.305014133,4135355,
New Zealand,NZL,1968,10.42069,7.305014133,4135355,
New Zealand,NZL,1969,10.73066,7.305014133,4135355,
New Zealand,NZL,1970,10.19759,7.305014133,4135355,
New Zealand,NZL,1971,8.871929,7.305014133,4135355,
New Zealand,NZL,1972,9.487917,7.305014133,4135355,
New Zealand,NZL,1973,9.232681,7.305014133,4135355,
New Zealand,NZL,1974,9.549904,7.305014133,4135355,
New Zealand,NZL,1975,10.10023,7.305014133,4135355,
New Zealand,NZL,1976,9.691712,7.305014133,4135355,
New Zealand,NZL,1977,12.40648,7.305014133,4135355,
New Zealand,NZL,1978,10.64097,7.305014133,4135355,
New Zealand,NZL,1979,9.95038,7.305014133,4135355,
New Zealand,NZL,1980,10.79644,7.305014133,4135355,
New Zealand,NZL,1981,10.18198,7.305014133,4135355,
New Zealand,NZL,1982,11.27103,7.305014133,4135355,
New Zealand,NZL,1983,10.73867,7.305014133,4135355,
New Zealand,NZL,1984,11.66898,7.305014133,4135355,
New Zealand,NZL,1985,9.995724,7.305014133,4135355,
New Zealand,NZL,1986,12.30094,7.305014133,4135355,
New Zealand,NZL,1987,13.5976,7.305014133,4135355,
New Zealand,NZL,1988,13.98206,7.305014133,4135355,
New Zealand,NZL,1989,13.45858,7.305014133,4135355,
New Zealand,NZL,1990,13.10906,7.305014133,4135355,
New Zealand,NZL,1991,13.20053,7.305014133,4135355,
New Zealand,NZL,1992,13.61933,7.305014133,4135355,
New Zealand,NZL,1993,12.02431,7.305014133,4135355,
New Zealand,NZL,1994,13.67746,7.305014133,4135355,
New Zealand,NZL,1995,14.53862,7.305014133,4135355,
New Zealand,NZL,1996,14.21908,7.305014133,4135355,
New Zealand,NZL,1997,14.83414,7.305014133,4135355,
New Zealand,NZL,1998,15.02567,7.305014133,4135355,
New Zealand,NZL,1999,13.34678,7.305014133,4135355,
New Zealand,NZL,2000,11.83916,7.305014133,4135355,
New Zealand,NZL,2001,12.91569,7.305014133,4135355,
New Zealand,NZL,2002,11.67196,7.305014133,4135355,
New Zealand,NZL,2003,12.41268,7.305014133,4135355,
New Zealand,NZL,2004,11.81556,7.305014133,4135355,
New Zealand,NZL,2005,12.17976,7.305014133,4135355,
New Zealand,NZL,2015,,,,Oceania
Nicaragua,NIC,2002,13.15647,4.460158348,5379328,
Nicaragua,NIC,2004,12.12226868,4.460158348,5379328,
Nicaragua,NIC,2005,12.12226868,4.460158348,5379328,
Nicaragua,NIC,2015,,,,North America
Niger,NER,2002,9.237587,3.736951828,13618449,
Niger,NER,2004,9.257975578,3.736951828,13618449,
Niger,NER,2005,9.257975578,3.736951828,13618449,
Niger,NER,2015,,,,Africa
Nigeria,NGA,2002,7.281508,4.709745884,138939478,
Nigeria,NGA,2004,7.631049633,4.709745884,138939478,
Nigeria,NGA,2005,7.631049633,4.709745884,138939478,
Nigeria,NGA,2015,,,,Africa
Niue,NIU,2002,4.409268,,,
Niue,NIU,2004,4.217076302,,,
Niue,NIU,2005,4.217076302,,,
Niue,NIU,2015,,,,Oceania
Norfolk Island,NFK,2015,,,,Oceania
North Korea,PRK,2002,5.166117,,23904167,
North Korea,PRK,2004,4.735673428,,23904167,
North Korea,PRK,2005,4.735673428,,23904167,
North Korea,PRK,2015,,,,Asia
North Macedonia,MKD,1991,7.765689,4.493598461,2060272,
North Macedonia,MKD,1992,7.501061,4.493598461,2060272,
North Macedonia,MKD,1993,7.622634,4.493598461,2060272,
North Macedonia,MKD,1994,6.485308,4.493598461,2060272,
North Macedonia,MKD,1995,6.490004,4.493598461,2060272,
North Macedonia,MKD,1996,7.150447,4.493598461,2060272,
North Macedonia,MKD,1997,7.442236,4.493598461,2060272,
North Macedonia,MKD,1998,7.267076,4.493598461,2060272,
North Macedonia,MKD,1999,7.848403,4.493598461,2060272,
North Macedonia,MKD,2000,6.824161,4.493598461,2060272,
